iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
TUN,Africa,Tunisia,2020-07-12,1245.0,5.0,8.429,50.0,0.0,0.0,105.342,0.423,0.713,4.231,0.0,0.0,791.0,80538.0,6.815,0.067,876.0,0.074,103.932,0.01,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-13,1263.0,18.0,10.714,50.0,0.0,0.0,106.865,1.523,0.907,4.231,0.0,0.0,743.0,81281.0,6.877,0.063,820.0,0.069,76.533,0.013,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-14,1302.0,39.0,14.714,50.0,0.0,0.0,110.165,3.3,1.245,4.231,0.0,0.0,1137.0,82418.0,6.974,0.096,857.0,0.073,58.243,0.017,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-15,1306.0,4.0,14.429,50.0,0.0,0.0,110.504,0.338,1.221,4.231,0.0,0.0,636.0,83054.0,7.027,0.054,780.0,0.066,54.059,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-16,1319.0,13.0,14.0,50.0,0.0,0.0,111.604,1.1,1.185,4.231,0.0,0.0,769.0,83823.0,7.092,0.065,751.0,0.064,53.643,0.019,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-17,1327.0,8.0,13.714,50.0,0.0,0.0,112.28,0.677,1.16,4.231,0.0,0.0,422.0,84245.0,7.128,0.036,729.0,0.062,53.156000000000006,0.019,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-18,1336.0,9.0,13.714,50.0,0.0,0.0,113.042,0.762,1.16,4.231,0.0,0.0,846.0,85091.0,7.2,0.072,763.0,0.065,55.635,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-19,1348.0,12.0,14.714,50.0,0.0,0.0,114.057,1.015,1.245,4.231,0.0,0.0,826.0,85917.0,7.27,0.07,768.0,0.065,52.194,0.019,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-20,1374.0,26.0,15.857,50.0,0.0,0.0,116.257,2.2,1.342,4.231,0.0,0.0,945.0,86862.0,7.35,0.08,797.0,0.067,50.261,0.02,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-21,1381.0,7.0,11.286,50.0,0.0,0.0,116.85,0.592,0.955,4.231,0.0,0.0,999.0,87861.0,7.434,0.085,778.0,0.066,68.937,0.015,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-22,1389.0,8.0,11.857,50.0,0.0,0.0,117.526,0.677,1.003,4.231,0.0,0.0,1457.0,89318.0,7.557,0.123,895.0,0.076,75.482,0.013,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-23,1394.0,5.0,10.714,50.0,0.0,0.0,117.949,0.423,0.907,4.231,0.0,0.0,530.0,89848.0,7.602,0.045,861.0,0.073,80.36,0.012,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-24,1406.0,12.0,11.286,50.0,0.0,0.0,118.965,1.015,0.955,4.231,0.0,0.0,327.0,90175.0,7.63,0.028,847.0,0.072,75.051,0.013,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-25,1425.0,19.0,12.714,50.0,0.0,0.0,120.572,1.608,1.076,4.231,0.0,0.0,1081.0,91256.0,7.721,0.091,881.0,0.075,69.292,0.0139999999999999,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-26,1443.0,18.0,13.571,50.0,0.0,0.0,122.095,1.523,1.148,4.231,0.0,0.0,1454.0,92710.0,7.844,0.123,970.0,0.082,71.47399999999999,0.0139999999999999,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-27,1452.0,9.0,11.143,50.0,0.0,0.0,122.857,0.762,0.943,4.231,0.0,0.0,1561.0,94271.0,7.976,0.132,1058.0,0.09,94.949,0.011,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-28,1455.0,3.0,10.571,50.0,0.0,0.0,123.111,0.254,0.894,4.231,0.0,0.0,1587.0,95858.0,8.111,0.134,1142.0,0.097,108.027,0.009,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-29,1468.0,13.0,11.286,50.0,0.0,0.0,124.211,1.1,0.955,4.231,0.0,0.0,331.0,96189.0,8.139,0.028,982.0,0.083,87.01299999999999,0.011,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-30,1488.0,20.0,13.429,50.0,0.0,0.0,125.903,1.692,1.136,4.231,0.0,0.0,99.0,96288.0,8.147,0.008,920.0,0.078,68.51100000000001,0.015,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-07-31,1514.0,26.0,15.429,50.0,0.0,0.0,128.103,2.2,1.305,4.231,0.0,0.0,249.0,96537.0,8.168,0.021,909.0,0.077,58.917,0.017,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-01,1535.0,21.0,15.714,50.0,0.0,0.0,129.88,1.777,1.33,4.231,0.0,0.0,708.0,97245.0,8.228,0.06,856.0,0.072,54.473,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-02,1552.0,17.0,15.571,51.0,1.0,0.143,131.318,1.438,1.318,4.315,0.085,0.012,1578.0,98823.0,8.362,0.134,873.0,0.074,56.06399999999999,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-03,1561.0,9.0,15.571,51.0,0.0,0.143,132.08,0.762,1.318,4.315,0.0,0.012,1475.0,100298.0,8.486,0.125,861.0,0.073,55.294,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-04,1565.0,4.0,15.714,51.0,0.0,0.143,132.418,0.338,1.33,4.315,0.0,0.012,1743.0,102041.0,8.634,0.147,883.0,0.075,56.191,0.018,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-05,1584.0,19.0,16.571,51.0,0.0,0.143,134.026,1.608,1.402,4.315,0.0,0.012,1382.0,103423.0,8.751,0.117,1033.0,0.087,62.336000000000006,0.016,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-06,1601.0,17.0,16.143,51.0,0.0,0.143,135.464,1.438,1.366,4.315,0.0,0.012,1283.0,104706.0,8.859,0.109,1203.0,0.102,74.52199999999999,0.013,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-07,1642.0,41.0,18.286,51.0,0.0,0.143,138.933,3.469,1.547,4.315,0.0,0.012,650.0,105356.0,8.914,0.055,1260.0,0.107,68.906,0.015,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-08,1656.0,14.0,17.286,51.0,0.0,0.143,140.118,1.185,1.463,4.315,0.0,0.012,976.0,106332.0,8.997,0.083,1298.0,0.11,75.09100000000001,0.013,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-09,1678.0,22.0,18.0,51.0,0.0,0.0,141.979,1.861,1.523,4.315,0.0,0.0,1202.0,107534.0,9.099,0.102,1244.0,0.105,69.111,0.0139999999999999,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-10,1697.0,19.0,19.429,51.0,0.0,0.0,143.587,1.608,1.644,4.315,0.0,0.0,1289.0,108823.0,9.208,0.109,1218.0,0.103,62.691,0.016,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-11,1717.0,20.0,21.714,51.0,0.0,0.0,145.279,1.692,1.837,4.315,0.0,0.0,1200.0,110023.0,9.309,0.102,1140.0,0.096,52.5,0.019,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-12,1738.0,21.0,22.0,52.0,1.0,0.143,147.056,1.777,1.861,4.4,0.085,0.012,1494.0,111517.0,9.436,0.126,1156.0,0.098,52.545,0.019,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-13,1780.0,42.0,25.571,52.0,0.0,0.143,150.61,3.554,2.164,4.4,0.0,0.012,1508.0,113025.0,9.563,0.128,1188.0,0.101,46.458,0.022,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-14,1847.0,67.0,29.286,53.0,1.0,0.286,156.279,5.669,2.478,4.484,0.085,0.024,947.0,113972.0,9.643,0.08,1231.0,0.104,42.034,0.024,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-15,1903.0,56.0,35.286,53.0,0.0,0.286,161.017,4.738,2.986,4.484,0.0,0.024,1404.0,115376.0,9.762,0.119,1292.0,0.109,36.615,0.027,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-16,2023.0,120.0,49.286,54.0,1.0,0.429,171.171,10.153,4.17,4.569,0.085,0.036,1710.0,117086.0,9.907,0.145,1365.0,0.115,27.696,0.036,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-17,2107.0,84.0,58.571,54.0,0.0,0.429,178.278,7.107,4.956,4.569,0.0,0.036,2107.0,119193.0,10.085,0.178,1481.0,0.125,25.285,0.04,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-18,2185.0,78.0,66.857,56.0,2.0,0.714,184.878,6.6,5.657,4.738,0.169,0.06,1699.0,120892.0,10.229,0.144,1553.0,0.131,23.229,0.043,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-19,2185.0,0.0,63.857,56.0,0.0,0.571,184.878,0.0,5.403,4.738,0.0,0.048,2007.0,122899.0,10.399,0.17,1626.0,0.138,25.463,0.039,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-20,2427.0,242.0,92.429,60.0,4.0,1.143,205.354,20.476,7.821,5.077,0.338,0.097,2236.0,125135.0,10.588,0.189,1730.0,0.146,18.717,0.053,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-21,2543.0,116.0,99.429,63.0,3.0,1.429,215.169,9.815,8.413,5.331,0.254,0.121,1461.0,126596.0,10.712,0.124,1803.0,0.153,18.134,0.055,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-22,2607.0,64.0,100.571,64.0,1.0,1.571,220.584,5.415,8.51,5.415,0.085,0.133,2508.0,129104.0,10.924,0.212,1961.0,0.166,19.499,0.051,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-23,2738.0,131.0,102.143,68.0,4.0,2.0,231.668,11.084,8.643,5.754,0.338,0.169,2251.0,131355.0,11.114,0.19,2038.0,0.172,19.952,0.05,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-24,2738.0,0.0,90.143,68.0,0.0,2.0,231.668,0.0,7.627,5.754,0.0,0.169,2589.0,133944.0,11.333,0.219,2107.0,0.178,23.374,0.043,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-25,2893.0,155.0,101.143,71.0,3.0,2.143,244.783,13.115,8.558,6.007,0.254,0.181,2997.0,136941.0,11.587,0.254,2293.0,0.194,22.671,0.044,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-26,3069.0,176.0,126.286,71.0,0.0,2.143,259.675,14.892,10.685,6.007,0.0,0.181,2586.0,139527.0,11.806,0.219,2375.0,0.201,18.807,0.053,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-27,3206.0,137.0,111.286,71.0,0.0,1.571,271.267,11.592,9.416,6.007,0.0,0.133,2667.0,142194.0,12.031,0.226,2437.0,0.206,21.899,0.046,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-28,3323.0,117.0,111.429,73.0,2.0,1.429,281.167,9.9,9.428,6.177,0.169,0.121,1848.0,144042.0,12.188,0.156,2492.0,0.211,22.364,0.045,tests performed,24.07,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-29,3461.0,138.0,122.0,74.0,1.0,1.429,292.843,11.676,10.323,6.261,0.085,0.121,2265.0,146307.0,12.379,0.192,2458.0,0.208,20.148,0.05,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-30,3572.0,111.0,119.143,76.0,2.0,1.143,302.235,9.392,10.081,6.431,0.169,0.097,1905.0,148212.0,12.541,0.161,2408.0,0.204,20.211,0.049,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-08-31,3685.0,113.0,135.286,76.0,0.0,1.143,311.796,9.561,11.447,6.431,0.0,0.097,2583.0,150795.0,12.759,0.219,2407.0,0.204,17.792,0.0559999999999999,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-01,3803.0,118.0,130.0,77.0,1.0,0.857,321.78,9.984,11.0,6.515,0.085,0.073,2597.0,153392.0,12.979,0.22,2350.0,0.199,18.077,0.055,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-02,3803.0,0.0,104.857,77.0,0.0,0.857,321.78,0.0,8.872,6.515,0.0,0.073,2470.0,155862.0,13.188,0.209,2334.0,0.197,22.259,0.045,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-03,4196.0,393.0,141.429,81.0,4.0,1.429,355.033,33.253,11.967,6.854,0.338,0.121,2817.0,158679.0,13.426,0.238,2355.0,0.199,16.652,0.06,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-04,4394.0,198.0,153.0,84.0,3.0,1.571,371.786,16.753,12.946,7.107,0.254,0.133,918.0,159597.0,13.504,0.078,2222.0,0.188,14.523,0.069,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-05,4394.0,0.0,133.286,84.0,0.0,1.429,371.786,0.0,11.278,7.107,0.0,0.121,2603.0,162200.0,13.724,0.22,2270.0,0.192,17.031,0.059,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-06,4542.0,148.0,138.571,87.0,3.0,1.571,384.309,12.523,11.725,7.361,0.254,0.133,3223.0,165423.0,13.997,0.273,2459.0,0.208,17.745,0.0559999999999999,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-07,4776.0,234.0,155.857,93.0,6.0,2.429,404.108,19.799,13.187,7.869,0.508,0.205,3052.0,168475.0,14.255,0.258,2526.0,0.214,16.207,0.062,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-08,5124.0,348.0,188.714,93.0,0.0,2.286,433.553,29.445,15.968,7.869,0.0,0.193,3311.0,171786.0,14.535,0.28,2628.0,0.222,13.925999999999998,0.072,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUN,Africa,Tunisia,2020-09-09,5417.0,293.0,230.571,96.0,3.0,2.714,458.345,24.791,19.509,8.123,0.254,0.23,6118.0,177904.0,15.053,0.518,3149.0,0.266,13.657,0.073,tests performed,26.85,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
UGA,Africa,Uganda,2020-04-08,52.0,0.0,1.143,0.0,0.0,0.0,1.137,0.0,0.025,0.0,0.0,0.0,214.0,3524.0,0.077,0.005,288.0,0.006,252.0,0.004,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-04-09,53.0,1.0,1.286,0.0,0.0,0.0,1.159,0.022,0.028,0.0,0.0,0.0,338.0,3862.0,0.084,0.007,289.0,0.006,224.778,0.004,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-04-10,53.0,0.0,1.143,0.0,0.0,0.0,1.159,0.0,0.025,0.0,0.0,0.0,439.0,4301.0,0.094,0.01,304.0,0.007,266.0,0.004,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-04-12,53.0,0.0,0.714,0.0,0.0,0.0,1.159,0.0,0.016,0.0,0.0,0.0,169.0,5025.0,0.11,0.004,314.0,0.007,439.6,0.002,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-04-13,54.0,1.0,0.286,0.0,0.0,0.0,1.181,0.022,0.006,0.0,0.0,0.0,639.0,5664.0,0.124,0.014,358.0,0.008,1253.0,0.001,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-04-14,54.0,0.0,0.286,0.0,0.0,0.0,1.181,0.0,0.006,0.0,0.0,0.0,625.0,6661.0,0.146,0.014,479.0,0.01,1676.5,0.001,samples tested,93.52,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-07,953.0,14.0,11.857,0.0,0.0,0.0,20.835,0.306,0.259,0.0,0.0,0.0,3451.0,216311.0,4.729,0.075,3063.0,0.067,258.325,0.004,samples tested,87.04,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-08,971.0,18.0,11.714,0.0,0.0,0.0,21.228,0.394,0.256,0.0,0.0,0.0,3316.0,219627.0,4.802,0.072,3157.0,0.069,269.5,0.004,samples tested,87.04,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-09,977.0,6.0,12.0,0.0,0.0,0.0,21.359,0.131,0.262,0.0,0.0,0.0,2048.0,221675.0,4.846,0.045,3071.0,0.067,255.917,0.004,samples tested,87.04,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-12,1013.0,7.0,12.286,0.0,0.0,0.0,22.146,0.153,0.269,0.0,0.0,0.0,1702.0,228105.0,4.987,0.037,2523.0,0.055,205.36,0.005,samples tested,81.48,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-13,1025.0,12.0,12.286,0.0,0.0,0.0,22.409,0.262,0.269,0.0,0.0,0.0,2575.0,230680.0,5.043,0.056,2546.0,0.056,207.233,0.005,samples tested,81.48,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-15,1040.0,11.0,9.857,0.0,0.0,0.0,22.737,0.24,0.215,0.0,0.0,0.0,2405.0,235015.0,5.138,0.053,2198.0,0.048,222.986,0.004,samples tested,81.48,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-16,1043.0,3.0,9.429,0.0,0.0,0.0,22.802,0.066,0.206,0.0,0.0,0.0,3696.0,238709.0,5.219,0.081,2433.0,0.053,258.045,0.004,samples tested,81.48,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-19,1062.0,6.0,7.0,0.0,0.0,0.0,23.218,0.131,0.153,0.0,0.0,0.0,2196.0,247646.0,5.414,0.048,2792.0,0.061,398.857,0.003,samples tested,79.63,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-20,1065.0,3.0,5.714,0.0,0.0,0.0,23.283,0.066,0.125,0.0,0.0,0.0,2383.0,250029.0,5.466,0.052,2764.0,0.06,483.7,0.002,samples tested,79.63,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-21,1069.0,4.0,5.714,0.0,0.0,0.0,23.371,0.087,0.125,0.0,0.0,0.0,2098.0,252127.0,5.512,0.046,2754.0,0.06,481.95,0.002,samples tested,79.63,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
UGA,Africa,Uganda,2020-07-22,1072.0,3.0,4.571,0.0,0.0,0.0,23.436,0.066,0.1,0.0,0.0,0.0,2128.0,254255.0,5.559,0.047,2749.0,0.06,601.344,0.002,samples tested,79.63,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.516
